field_id,season_year,soil_ph,soil_type,soil_moisture_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,forecast_rain_mm,avg_temp,precip_history_mm,previous_crop,crop_planted,yield_t_ha,water_source
Field_005,2021,5.49,Silt,30.68,64.2,24.71,56.56,346.5,16.97,303.93,Garlic,Broccoli,9.89,canal
Field_003,2025,7.8,LOAM,28.73,22.71,56.65,78.18,182.95,30.57F,518.85,Strawberry,Pea,5.42,canal
Field_019,2022,6.03,Sandy,19.89,137.63,64.89,48.21,31.3 in,27.94,385.42,Raspberry,Raspberry,4.3,rainfed
Field_028,2022,6.82,Loam,53.4,46.38,63.55,91.9,249.43,21.32,488.22,Barley,Barley,-3.5,well
Field_050,2018,7.88,Peat,39.69,164.13,54.82,62.74,458.79,15.68,550.23,Lentil,Corn,9.99,well
Field_024,2025,5.78,Clay,31.46,28.7,35.04,78.17,346.62,30.51,253.7,Carrot,Carrot,8.23,river
Field_005,2025,5.44,Silt,37.45,65.01,24.8,81.82,592.52,18.71,314.1,Pineapple,Carrot,4.7,canal
Field_014,2020,5.33,Loam,25.84,133.61,13.85,35.41,350.15,31.03,83.58,Cassava,Beet,2.75,canal
Field_023,2025,8.99,LOAM,17.93,122.59,37.7,88.05,162.82,20.0,191.48,Hemp,Raspberry,-3.5,rainfed
Field_016,2022,6.13,clay,16.06,105.61,15.74,71.64,454.2,20.08,445.3,Cassava,Pea,9.36,well
Field_027,2024,6.1,Sandy,47.73,52.7,27.25,25.95,724.16,15.64,184.26,Broccoli,Broccoli,4.51,canal
Field_001,2025,9.52,silt,27.59,19.55,48.62,24.85,410.73,,141.21,Pea,Hemp,1.86,canal
Field_044,2022,7.49,Peat,63.3,73.99,41.6,34.7,516.6,12.77,633.42,Lettuce,Cauliflower,5.1,well
Field_050,2019,7.92,Peat,33.91,166.15,47.38,80.6,711.37,16.5,596.83,Canola,Raspberry,4.91,well
Field_028,2022,5.94,Loam,44.32,,43.49,84.2,274.86,16.55F,361.06,Barley,Sorghum,8.02,well
Field_050,2024,7.25,Peat,28.36,97.47,63.18,74.95,594.21,16.35F,557.87,Garlic,Strawberry,0.98,well
Field_036,2021,6.05,peat,29.81,115.67,46.63,31.46,736.46,26.71,524.54,Pineapple,Pineapple,1.05,river
Field_031,2023,-1,PEAT,62.11,69.47,63.84,45.0,13.9 in,12.15,407.39,Melon,Melon,2.56,canal
Field_047,2025,7.08,Loam,23.74,9.56,31.36,73.73,197.21,25.08,210.53,Kale,Lettuce,1.43,rainfed
Field_047,2022,8.12,Loam,21.3,15.02,39.93,72.96,249.61,25.03,250.55,Lentil,Garlic,8.83,rainfed
Field_012,2022,5.44,Silt,18.48,15.17,41.42,35.22,469.07,25.03,740.47,Rice,Corn,1.61,river
Field_039,2023,5.86,SILT,14.4,25.25,39.05,49.76,224.78,11.05,562.28,Sunflower,Chickpea,0.97,rainfed
Field_044,2018,5.45,Peat,46.94,60.21,40.98,35.08,615.39,16.06,889.71,Sunflower,Peach,3.28,well
Field_041,2023,9.09,Sandy,38.04,68.93,56.27,62.97,466.69,20.58,530.4,Coffee,Pea,5.42,river
Field_013,2025,7.83,Peat,35.69,122.73,34.54,34.12,288.75,23.45F,551.21,Soybean,Cotton,3.5,rainfed
Field_023,2023,7.3,LOAM,19.25,94.52,31.84,107.52,162.11,20.0,113.28,Kale,Hemp,2.24,rainfed
Field_045,2025,8.07,clay,48.91,38.95,49.47,70.72,317.97,19.1,218.92,Cocoa,Cocoa,6.39,river
Field_005,2024,8.38,Silt,28.77,77.3,37.84,65.93,17.9 in,17.45,369.03,Kale,Kale,7.65,canal
Field_040,2025,7.77,LOAM,13.48,40.36,44.36,88.42,299.34,17.93,259.47,Millet,Plum,9.13,rainfed
Field_023,2022,8.9,LOAM,21.68,95.3,34.36,107.45,5.3 in,17.87,115.49,Tomato,Tomato,3.3,rainfed
Field_026,2024,7.75,clay,44.86,93.43,17.6,56.56,353.49,22.57,429.66,Canola,Sunflower,2.95,canal
Field_012,2018,6.0,Silt,14.29,12.89,30.57,28.99,262.98,26.74,583.32,Spinach,Onion,5.35,river
Field_032,2018,6.97,peat,43.96,91.61,59.74,64.1,299.98,23.32,874.34,Soybean,Melon,0.71,well
Field_008,2024,7.69,Silt,38.33,134.2,48.79,27.67,134.93,10.79,272.96,Pear,Garlic,6.0,well
Field_030,2019,6.96,Silt,,41.85,72.83,80.91,439.41,8.9,423.98,Carrot,Melon,4.27,rainfed
Field_026,2020,7.61,clay,43.05,83.66,forty,43.6,223.72,23.21F,418.36,Spinach,Plum,3.32,canal
Field_050,2019,5.85,Peat,26.5,134.48,45.54,56.32,477.69,14.89,399.53,Cassava,Cassava,4.07,well
Field_032,2023,6.47,peat,40.74,113.15,51.97,64.3,407.45,-1F,586.62,Blueberry,Blueberry,7.51,well
Field_002,2022,7.37,clay,70.79,166.02,26.52,37.0,702.66,25.81,97.23,Sunflower,Lettuce,0.74,canal
Field_004,2018,6.07,CLAY,35.84,15.28,8.81,69.67,371.08,18.36,-1,Millet,Bean,8.82,well
Field_034,2022,6.35,loam,36.3,84.42,19.62,69.08,355.01,24.51,104.3,Wheat,Rye,5.98,well
Field_035,2024,6.7,Clay,9.57,43.22,28.41,94.15,407.13,21.29,658.19,Millet,Cauliflower,1.39,river
Field_008,2020,5.43,Silt,38.69,145.88,43.15,30.16,216.73,10.16,380.27,Broccoli,Canola,4.99,well
Field_039,2020,6.76,SILT,19.84,20.23,46.18,37.14,220.65,8.84F,682.51,Coffee,Pear,4.22,rainfed
Field_017,2021,5.45,sandy,37.76,95.39,57.54,21.02,235.75,10.97,537.41,Blueberry,Carrot,8.46,rainfed
Field_021,2021,6.49,SANDY,49.11,32.94,52.09,85.05,612.97,28.16,666.62,Cocoa,Lentil,8.95,rainfed
Field_027,2024,6.47,Sandy,47.79,42.23,33.06,23.81,675.88,12.97,317.22,Millet,Peach,6.21,canal
Field_041,2018,7.68,Sandy,31.98,92.46,66.14,100.17,458.54,18.5,531.3,Sunflower,Mango,5.25,river
Field_041,2022,7.52,Sandy,26.82,83.32,49.56,67.64,584.17,16.53,455.12,Cocoa,Onion,7.5,river
Field_026,2024,7.42,clay,40.15,63.35,10.52,51.87,237.23,23.65,516.82,Garlic,Canola,9.67,canal
Field_009,2020,6.55,Peat,64.28,89.81,66.17,46.38,597.63,19.89,297.93,Soybean,Broccoli,6.42,rainfed
Field_046,2020,9.71,SILT,11.83,102.3,15.4,64.87,377.89,27.85,102.86,Garlic,Canola,7.74,rainfed
Field_019,2025,5.98,Sandy,19.79,154.96,56.25,38.05,781.24,26.28,556.38,Grapes,Potato,9.4,rainfed
Field_041,2023,5.96,Sandy,26.94,114.67,67.34,77.52,452.28,17.8,855.82,Sunflower,Barley,3.07,river
Field_038,2018,5.1,SANDY,60.19,64.87,33.37,71.08,608.55,12.0,392.44,Kale,Onion,8.28,rainfed
Field_002,2019,8.6,clay,38.85,126.11,32.34,24.82,30.5 in,28.97,110.08,Rye,Tomato,4.63,canal
Field_012,2020,8.0,Silt,19.28,12.75,27.29,29.55,360.41,24.83,458.3,Pea,Onion,7.15,river
Field_040,2025,6.78,LOAM,11.07,42.07,53.58,58.9,353.08,18.72F,387.32,Plum,Plum,0.81,rainfed
Field_035,2022,9.41,Clay,9.76,57.69,38.35,65.49,415.82,22.09,447.97,Sweet Potato,Soybean,7.37,river
Field_005,2020,6.37,Silt,25.61,67.71,37.89,56.66,571.81,16.19,268.21,Melon,Garlic,8.81,canal
Field_042,2025,6.56,Sandy,10.16,20.78,51.52,27.36,302.91,16.11,734.26,Pea,Rye,5.36,river
Field_041,2025,6.53,Sandy,34.24,107.6,47.18,92.73,455.14,20.74,502.97,Cucumber,Pineapple,8.6,river
Field_010,2018,6.62,Silt,12.62,132.0,40.56,96.01,858.44,33.9,203.77,Beet,Beet,1.85,canal
Field_046,2020,8.75,SILT,11.76,167.74,10.84,55.02,379.84,33.9F,97.48,Cabbage,Carrot,8.34,rainfed
Field_033,2019,6.91,Silt,19.76,144.96,9.56,68.43,22.3 in,24.26,330.82,Peach,Peach,7.3,well
Field_039,2024,8.51,SILT,18.3,22.98,34.81,37.93,235.95,9.23,479.3,Cotton,Flax,4.97,rainfed
Field_047,2021,6.06,Loam,24.45,11.15,44.57,83.34,147.53,19.92F,218.97,Pineapple,Sunflower,1.62,rainfed
Field_032,2020,7.15,peat,44.62,129.98,54.11,83.82,248.39,22.43,546.98,Flax,Melon,6.24,well
Field_048,2023,forty,LOAMY,15.1,64.8,72.94,24.07,902.46,13.56,526.95,Sunflower,Sunflower,6.62,river
Field_007,2024,6.69,PEAT,19.4,36.09,52.2,70.18,380.46,28.75,242.96,Coffee,Apple,2.15,canal
Field_008,2020,7.9,Silt,27.48,123.56,38.08,30.42,8.5 in,9.62,189.51,Melon,Kale,3.12,well
Field_023,2019,7.68,LOAM,13.68,125.07,39.28,91.18,137.86,18.67,219.55,Potato,Mango,4.76,rainfed
Field_026,2019,8.04,clay,45.21,92.95,15.92,54.64,396.57,20.88,392.49,Cocoa,Beet,6.87,canal
Field_033,2022,7.19,Silt,13.96,91.0,7.14,85.34,519.81,26.03,266.21,Pear,Blueberry,7.71,well
Field_026,2025,5.96,clay,42.77,86.13,16.96,43.28,261.67,20.2,519.57,Rice,Rye,4.06,canal
Field_003,2022,9.14,LOAM,25.87,27.82,58.13,105.69,9.7 in,28.62,578.76,Corn,Soybean,9.01,canal
Field_014,2025,5.26,Loam,28.43,124.29,17.34,56.8,401.66,29.4,85.46,Sorghum,Potato,3.1,canal
Field_027,2025,5.19,Sandy,58.22,42.61,24.41,30.41,726.93,14.51,330.76,Pineapple,Corn,4.71,canal
Field_024,2022,5.7,Clay,20.41,30.38,36.49,109.17,590.96,29.93,312.61,Pear,Millet,6.7,river
Field_043,2018,9.12,Loam,27.53,116.55,17.6,26.41,514.49,9.44,163.36,Mango,Oats,7.81,well
Field_012,2023,5.51,Silt,15.92,16.46,40.28,23.34,470.43,25.85,459.2,Sunflower,Coffee,8.63,river
Field_018,2024,5.55,Peat,18.51,55.8,55.67,36.67,376.05,12.63,502.04,Sorghum,Pea,0.98,canal
Field_008,2025,7.5,Silt,26.81,141.63,40.77,42.02,156.47,10.78,317.72,Onion,Coffee,8.98,well
Field_048,2022,6.74,LOAMY,14.07,72.28,70.99,39.08,464.96,13.68,733.91,Barley,Lettuce,2.19,river
Field_017,2019,4.89,sandy,40.88,101.6,66.63,16.42,13.2 in,9.55,475.12,Sweet Potato,Potato,2.88,rainfed
Field_012,2024,6.02,Silt,11.01,18.25,27.97,21.25,472.73,28.91,482.58,Garlic,Pea,2.01,river
Field_007,2019,7.07,PEAT,14.65,52.18,42.04,64.4,358.18,33.4,269.64,Tea,Grapes,8.62,canal
Field_005,2019,6.64,Silt,27.11,69.34,37.25,52.54,513.5,,277.56,Kale,Chickpea,8.99,canal
Field_034,2022,7.04,loam,37.86,104.12,22.65,101.33,332.42,22.62F,100.76,Canola,Rice,2.15,well
Field_034,2021,6.54,loam,42.44,77.39,18.54,113.05,278.13,25.61,101.31,Cauliflower,Plum,8.23,well
Field_017,2020,4.35,sandy,33.39,,42.45,20.63,340.91,10.76,414.95,Chickpea,Oats,5.8,rainfed
Field_028,2025,6.39,Loam,37.42,47.48,46.34,86.9,349.7,19.49,585.8,Peach,Melon,5.94,well
Field_034,2021,7.03,loam,61.32,98.43,24.98,114.03,196.73,23.12,90.31,Sorghum,Tea,4.74,well
Field_019,2022,7.62,Sandy,16.13,155.57,58.73,61.66,18.9 in,29.48,573.23,Pineapple,Millet,5.45,rainfed
Field_005,2018,6.71,Silt,27.74,47.17,34.97,69.47,376.13,15.58F,270.56,Rye,Wheat,9.47,canal
Field_017,2020,forty,sandy,25.96,79.78,40.13,25.68,454.14,9.29,568.55,Apple,Flax,1.71,rainfed
Field_024,2020,7.76,Clay,26.51,24.19,30.26,69.25,322.84,30.4F,402.34,Pea,Cocoa,7.44,river
Field_008,2022,7.11,Silt,36.75,167.43,27.67,39.18,206.21,11.61F,319.89,Sunflower,Millet,2.78,well
Field_020,2020,6.61,LOAM,17.83,69.99,22.03,109.19,526.32,17.32,411.15,Rye,Blueberry,6.24,rainfed
Field_043,2022,6.37,Loam,44.8,142.68,16.64,21.79,249.8,8.6,265.68,Sweet Potato,Rice,3.61,well
Field_042,2024,6.38,Sandy,7.84,21.06,35.87,26.17,221.03,18.63F,659.45,Carrot,Beet,4.79,river
Field_025,2025,5.38,Silt,17.08,51.87,50.92,91.26,854.12,22.51,402.75,Pear,Pear,6.52,well
Field_045,2022,6.64,clay,34.77,32.14,41.54,64.41,321.55,17.6F,189.42,Cotton,Chickpea,1.01,river
Field_015,2020,9.13,peat,37.15,55.72,20.05,35.15,26.4 in,16.09,667.31,Pepper,Pepper,8.84,well
Field_037,2021,6.52,Sandy,27.46,60.45,29.59,53.47,452.31,18.22,500.59,Cabbage,Beet,0.59,well
Field_017,2020,5.43,sandy,25.67,59.41,66.7,19.08,259.14,9.43,482.04,Wheat,Raspberry,6.74,rainfed
Field_032,2024,4.83,peat,35.24,124.58,43.34,71.65,259.88,28.59,479.12,Pear,Onion,8.89,well
Field_010,2018,4.34,Silt,8.73,75.21,54.13,78.08,665.14,34.01,280.83,Pineapple,Kale,2.94,canal
Field_028,2025,7.42,Loam,55.27,43.94,73.11,75.25,274.35,20.56,406.86,Oats,Potato,2.43,well
Field_032,2022,6.33,peat,35.59,119.36,38.41,94.74,364.84,26.37,773.62,Corn,Pear,0.61,well
Field_024,2019,5.87,Clay,23.17,26.33,36.87,93.26,352.25,35.5F,374.19,Pear,Lentil,4.49,river
Field_004,2023,6.12,CLAY,36.46,10.68,13.71,108.55,17.7 in,21.6F,389.56,Lentil,Lentil,7.42,well
Field_037,2021,5.13,Sandy,28.07,67.89,44.63,64.59,572.66,21.99,748.6,Strawberry,Raspberry,4.11,well
Field_037,2020,6.02,Sandy,41.33,81.0,40.79,62.89,27.8 in,16.57,733.36,Beet,Beet,7.88,well
Field_021,2021,6.68,SANDY,44.76,29.41,51.86,98.79,28.3 in,29.41,449.72,Sunflower,Pineapple,3.66,rainfed
Field_050,2025,5.47,Peat,32.03,101.67,62.9,98.26,21.9 in,14.23F,379.43,Spinach,Pea,9.29,well
Field_029,2024,6.76,SANDY,31.2,89.45,20.13,51.91,558.72,17.06,113.71,Mango,Kale,6.06,rainfed
Field_049,2020,5.98,Loam,26.77,27.23,20.7,80.8,679.69,13.1F,350.9,Carrot,Spinach,2.88,canal
Field_027,2025,4.49,Sandy,54.2,43.37,25.24,25.33,690.98,14.07,306.27,Strawberry,Cucumber,6.26,canal
Field_049,2020,5.59,Loam,33.82,28.32,22.46,99.13,forty,15.23,255.57,Kale,Blueberry,1.22,canal
Field_046,2025,9.06,SILT,15.62,167.36,12.34,41.52,418.81,33.75,71.45,Hemp,Carrot,9.54,rainfed
Field_022,2020,6.06,loam,46.85,87.49,38.09,25.36,520.69,22.93,496.74,Cabbage,Cucumber,5.72,rainfed
Field_025,2020,5.27,Silt,13.69,46.72,39.58,95.99,26.4 in,,581.38,Pear,Lettuce,6.87,well
Field_017,2024,5.77,sandy,40.43,forty,50.86,26.27,365.7,10.26,537.07,Pea,Chickpea,1.67,rainfed
Field_044,2018,7.44,Peat,37.12,100.37,30.35,38.6,461.69,14.77,800.79,Cotton,Carrot,1.83,well
Field_004,2021,6.57,CLAY,39.97,17.46,12.69,123.96,391.54,21.29,432.47,Sorghum,Carrot,7.36,well
Field_006,2020,9.02,sandy,38.46,103.3,16.7,41.94,543.03,13.8,200.47,Rye,Rye,9.03,well
Field_006,2018,6.47,sandy,29.96,155.25,18.19,37.84,662.75,15.59,134.91,Sweet Potato,Pea,5.05,well
Field_048,2022,5.17,LOAMY,20.88,47.58,74.29,29.85,823.67,12.56,711.96,Broccoli,Potato,4.76,river
Field_038,2018,6.19,SANDY,47.61,78.1,32.32,71.1,510.35,12.59,275.62,Flax,Pineapple,5.17,rainfed
Field_045,2024,7.75,clay,46.02,30.05,48.35,56.64,233.96,22.99,146.36,Canola,Broccoli,4.89,river
Field_035,2019,9.24,Clay,11.94,42.31,51.02,,395.78,26.35,389.71,Kale,Peach,0.89,river
Field_001,2020,7.36,silt,27.74,15.34,39.66,28.33,630.72,27.48F,236.75,Pea,Pea,1.06,canal
Field_018,2024,5.18,Peat,28.12,66.47,36.83,46.53,374.19,14.38,610.95,Cotton,Cotton,1.05,canal
Field_020,2025,7.0,LOAM,15.05,68.28,22.61,106.0,18.5 in,13.32,373.36,Cauliflower,Sweet Potato,8.67,rainfed
Field_020,2025,6.43,LOAM,15.65,105.61,25.21,98.14,18.8 in,16.55,378.63,Sweet Potato,Mango,4.45,rainfed
Field_010,2024,6.57,Silt,forty,90.28,52.78,67.86,734.47,32.63,147.91,Kale,Raspberry,1.92,canal
Field_042,2019,6.09,Sandy,8.34,15.17,34.79,32.56,265.23,19.86,720.55,Cucumber,Pea,2.56,river
Field_018,2018,forty,Peat,31.22,69.22,48.01,44.24,245.78,14.88,429.07,Tea,Wheat,6.03,canal
Field_002,2020,5.96,clay,57.48,122.92,25.21,41.24,35.2 in,28.71,67.69,Bean,Carrot,2.97,canal
Field_031,2018,5.0,PEAT,44.54,76.14,42.89,34.2,214.98,9.84,694.09,Cabbage,Cocoa,5.53,canal
Field_045,2018,5.16,clay,61.02,34.61,38.36,62.02,285.82,20.61,285.47,Pea,Pea,7.44,river
Field_030,2019,6.38,Silt,28.59,57.74,58.65,51.14,22.3 in,9.4,509.07,Cotton,Broccoli,4.21,rainfed
Field_002,2020,6.85,clay,50.24,154.88,27.47,27.08,578.03,28.18,119.66,Broccoli,Chickpea,6.38,canal
Field_007,2019,6.68,PEAT,16.41,47.87,51.22,75.79,508.59,32.4,172.02,Pea,Pea,6.67,canal
Field_014,2020,5.59,Loam,25.35,144.19,17.74,41.18,578.45,35.47F,72.73,Onion,Onion,7.87,canal
Field_028,2022,6.4,Loam,60.27,48.86,55.95,88.37,275.37,17.53,476.33,Pea,Cauliflower,5.34,well
Field_003,2024,8.24,LOAM,21.51,32.98,45.32,95.85,9.3 in,31.91,584.23,Mango,Cabbage,1.31,canal
Field_007,2022,7.43,PEAT,,53.83,33.39,97.36,393.85,30.46,232.22,Flax,Wheat,9.76,canal
Field_035,2020,8.86,Clay,12.74,39.93,47.99,61.29,17.9 in,19.98,395.0,Raspberry,Soybean,6.03,river
Field_024,2018,5.14,Clay,27.8,24.75,49.13,96.94,563.95,34.98,435.81,Mango,Peach,1.65,river
Field_037,2025,7.25,Sandy,29.32,69.37,40.89,87.05,654.69,17.72,363.86,Lettuce,Lettuce,5.08,well
Field_045,2025,6.02,clay,48.87,28.4,forty,67.61,406.11,21.73,268.13,Plum,Sorghum,4.46,river
Field_030,2025,7.31,Silt,38.37,45.13,53.42,55.33,712.65,9.44F,384.9,Garlic,Onion,8.07,rainfed
Field_038,2021,5.66,SANDY,64.44,83.34,27.26,42.1,391.26,10.94F,273.08,Cassava,Apple,2.38,rainfed
Field_023,2020,7.07,LOAM,14.61,140.7,46.27,82.0,239.37,21.77,138.51,Grapes,Sweet Potato,9.72,rainfed
Field_048,2020,4.73,LOAMY,23.43,71.69,45.74,39.17,455.82,15.45,515.29,Cucumber,Pineapple,8.53,river
Field_006,2024,6.0,sandy,37.45,112.2,13.69,40.97,450.12,15.0,152.44,Cassava,Millet,1.35,well
Field_009,2023,6.2,Peat,45.89,107.65,56.05,53.46,30.8 in,17.09,325.4,Tea,Tea,4.72,rainfed
Field_035,2021,8.07,Clay,10.02,51.8,47.19,66.9,578.19,20.38,661.51,Rice,Cotton,9.34,river
Field_005,2023,6.23,Silt,25.35,79.09,27.84,58.71,400.39,16.13,287.53,Carrot,Corn,4.38,canal
Field_030,2025,6.63,Silt,38.45,58.76,51.9,80.06,631.26,9.77,552.02,Carrot,Tea,2.02,rainfed
Field_044,2023,7.35,Peat,38.72,75.37,31.86,25.96,747.99,15.68,537.44,Broccoli,Oats,0.82,well
Field_010,2022,5.23,Silt,10.3,95.23,40.61,73.29,462.62,25.74F,230.42,Broccoli,Tomato,7.18,canal
Field_034,2025,6.45,loam,59.89,108.73,25.21,112.93,222.33,24.17,80.02,Rice,Rice,8.63,well
Field_002,2021,6.37,clay,65.66,148.67,28.46,31.64,876.78,30.09F,78.52,Pea,Strawberry,3.67,canal
Field_019,2021,9.51,Sandy,17.22,114.11,51.94,35.81,29.0 in,28.71,348.26,Melon,Peach,6.03,rainfed
Field_015,2021,8.39,peat,25.21,86.63,14.21,54.22,413.92,13.68F,855.33,Pepper,Millet,6.4,well
Field_025,2025,6.21,Silt,19.09,72.35,43.11,56.71,770.57,24.11,349.34,Broccoli,Tomato,7.35,well
Field_033,2023,9.48,Silt,17.51,136.9,6.61,102.85,522.11,24.63,393.65,Garlic,Rye,6.02,well
Field_018,2023,5.25,Peat,30.39,45.77,54.56,41.21,461.5,16.18,585.13,Tomato,Flax,7.36,canal
Field_031,2023,6.24,PEAT,59.81,42.51,55.77,41.88,424.29,10.7,431.01,Grapes,Melon,7.87,canal
Field_029,2023,9.14,SANDY,36.15,90.4,19.98,52.83,641.33,16.42,122.33,Plum,Strawberry,0.92,rainfed
Field_012,2019,7.61,Silt,16.63,19.24,36.39,24.09,469.87,24.77,799.38,Chickpea,Chickpea,6.18,river
Field_044,2022,6.99,Peat,44.52,99.78,40.8,38.03,404.53,16.24,884.48,Coffee,Canola,2.47,well
Field_031,2023,4.7,PEAT,50.7,69.53,64.45,44.64,15.9 in,12.01,660.4,Spinach,Tea,8.72,canal
Field_009,2025,8.34,Peat,60.11,111.99,63.37,31.19,469.34,20.36,299.22,Strawberry,Wheat,9.91,rainfed
Field_001,2025,7.5,silt,20.91,18.47,58.1,21.87,314.9,31.3,209.27,Rice,Lentil,7.93,canal
Field_027,2024,4.87,Sandy,62.11,60.13,forty,32.18,433.93,-1,forty,Rye,Rye,1.57,canal
Field_013,2023,7.61,Peat,29.34,155.47,41.05,31.02,222.59,24.81,503.46,Tea,Plum,8.75,rainfed
Field_006,2023,7.56,sandy,47.15,85.16,13.6,28.68,809.51,16.33,186.35,Kale,Corn,5.94,well
Field_007,2025,8.35,PEAT,25.38,42.34,46.78,80.23,334.03,33.55,163.12,Kale,Flax,1.75,canal
Field_005,2018,6.34,Silt,29.72,54.39,24.32,89.93,591.69,17.24,321.15,Pepper,Garlic,5.35,canal
Field_007,2023,7.94,PEAT,25.3,37.95,47.41,forty,548.87,30.34,157.14,Mango,Mango,8.57,canal
Field_049,2019,6.91,Loam,33.21,17.6,18.59,109.3,597.67,15.01,410.68,Rice,Sorghum,8.87,canal
Field_011,2019,6.98,CLAY,15.95,25.85,21.19,81.15,23.1 in,10.39,210.85,Spinach,Carrot,0.81,well
Field_013,2024,,Peat,27.29,148.72,27.03,26.05,275.43,24.15,486.8,Pineapple,Hemp,7.01,rainfed
Field_033,2018,8.77,Silt,13.83,103.04,11.07,85.95,575.94,21.75,258.86,Cucumber,Cucumber,6.12,well
Field_050,2024,5.95,Peat,23.04,142.56,63.89,96.06,587.71,13.08,463.28,Pumpkin,Rice,8.94,well
Field_038,2025,6.54,SANDY,53.34,59.8,32.68,50.59,401.33,11.21,262.68,Corn,Cucumber,4.83,rainfed
Field_037,2024,forty,Sandy,39.55,77.87,34.74,94.44,32.5 in,17.62F,610.0,Oats,Wheat,3.13,well
Field_049,2019,7.16,Loam,25.5,28.48,17.85,90.01,555.04,11.97,309.91,Canola,Tea,4.57,canal
Field_014,2021,7.03,Loam,32.06,98.28,21.5,55.79,561.82,34.53F,97.28,Corn,Tomato,7.55,canal
Field_009,2018,8.57,Peat,54.61,103.82,57.45,42.47,610.34,22.84F,283.71,Soybean,Coffee,6.82,rainfed
Field_029,2022,6.18,SANDY,28.29,118.09,19.34,55.43,538.88,14.17F,87.55,Tea,Corn,8.12,rainfed
Field_036,2020,8.51,peat,36.71,104.95,54.66,41.21,631.69,25.88,673.06,Rye,Peach,9.51,river
Field_010,2023,6.92,Silt,10.56,75.24,54.48,92.06,713.01,28.7F,272.02,Pineapple,Broccoli,3.06,canal
Field_050,2025,4.99,Peat,29.65,161.73,62.97,86.6,443.0,12.83,523.79,Soybean,Cotton,1.55,well
Field_002,2025,8.86,clay,57.47,155.9,21.06,43.96,660.18,23.09,129.74,Garlic,Garlic,7.1,canal
Field_024,2019,5.15,Clay,27.01,28.22,51.0,62.85,301.81,32.74,325.96,Rice,Chickpea,4.58,river
Field_016,2018,5.79,clay,14.71,124.73,13.33,67.3,20.1 in,20.89,340.61,Oats,Spinach,1.91,well
Field_005,2018,8.46,Silt,32.58,73.62,36.06,91.15,26.7 in,19.66,234.07,Pear,Chickpea,7.09,canal
Field_016,2022,6.15,clay,15.63,102.25,14.79,95.93,423.79,20.33,385.95,Lentil,Tea,3.43,well
Field_033,2019,5.95,Silt,15.3,130.91,9.77,81.84,447.61,24.45F,291.9,Millet,Millet,5.22,well
Field_007,2020,7.56,PEAT,25.5,61.36,29.15,62.01,357.64,31.34,232.71,Melon,Plum,6.52,canal
Field_012,2019,7.39,Silt,18.47,11.06,39.9,25.64,359.57,22.72,562.1,Barley,Barley,6.93,river
Field_031,2025,,PEAT,53.46,59.85,46.16,47.14,390.08,9.68,491.03,Carrot,Strawberry,0.71,canal
Field_044,2022,6.05,Peat,64.72,96.14,44.31,37.66,561.08,13.72,772.99,Tea,Wheat,9.6,well
Field_038,2025,5.73,SANDY,57.49,70.92,40.39,69.4,416.81,11.57,305.94,Cabbage,Spinach,9.8,rainfed
Field_021,2023,5.53,SANDY,43.23,33.03,53.47,100.13,813.47,23.74,596.87,Millet,Raspberry,5.33,rainfed
Field_038,2022,5.62,SANDY,64.0,55.47,26.62,64.06,477.24,13.33,322.54,Pea,Chickpea,2.48,rainfed
Field_041,2018,6.78,Sandy,40.6,112.38,58.39,91.55,547.66,20.25F,892.9,Beet,Mango,2.64,river
Field_025,2018,8.67,Silt,12.75,40.07,51.01,65.9,442.05,22.14,307.97,Lentil,Lentil,7.61,well
Field_023,2022,6.33,LOAM,23.54,94.48,41.95,85.69,5.3 in,22.84,150.01,Sweet Potato,Beet,2.84,rainfed
Field_026,2023,6.76,clay,33.68,92.14,15.93,36.95,14.7 in,21.75F,458.33,Pepper,Pepper,8.02,canal
Field_014,2018,5.2,Loam,22.74,153.59,14.18,37.86,390.89,31.59F,74.33,Beet,Beet,8.36,canal
Field_019,2021,7.72,Sandy,22.98,-1,71.48,63.98,719.5,34.74F,393.41,Sunflower,Sunflower,3.15,rainfed
Field_037,2022,6.52,Sandy,30.11,56.67,26.75,87.16,28.0 in,18.74,591.23,Mango,Wheat,1.5,well
Field_025,2020,5.86,Silt,14.51,59.79,50.93,56.44,801.5,29.33,351.77,Banana,Banana,7.99,well
Field_025,2019,6.43,Silt,12.97,68.16,42.8,97.43,827.36,23.52,486.11,Potato,Barley,5.86,well
Field_019,2021,7.73,Sandy,16.72,124.79,forty,63.53,834.24,26.31F,360.36,Rice,Kale,2.31,rainfed
Field_038,2018,5.34,SANDY,45.24,61.79,32.81,61.16,684.92,10.88F,225.44,Raspberry,Spinach,3.7,rainfed
Field_019,2022,7.94,Sandy,13.37,168.03,47.66,64.64,31.6 in,34.81,444.92,Peach,Rye,1.2,rainfed
Field_042,2018,5.77,Sandy,13.04,16.07,38.16,25.26,389.07,18.27,829.84,Rice,Onion,7.62,river
Field_004,2019,7.77,CLAY,26.73,15.53,11.7,107.11,539.93,20.87,347.76,Beet,Beet,2.21,well
Field_047,2025,6.6,Loam,23.94,10.92,33.13,48.47,143.68,19.94,145.57,Bean,Bean,1.32,rainfed
Field_018,2023,4.34,Peat,33.66,69.19,48.59,56.78,436.81,15.13,700.34,Wheat,Hemp,6.04,canal
